,name,type,what,date
2279,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-14
2280,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-14
2281,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-14
2282,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-14
2283,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-14
2284,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-14
2285,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-14
2286,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-14
2287,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-14
2288,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-14
2289,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-14
2290,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-14
2291,a rame stationne à Arcueil en dir. de St-Remy / Robinson (bagage oublié),unscheduled,public_transport.incident,2018-09-16
2292,a rame stationne à Arcueil en dir. de St-Remy / Robinson (bagage oublié),unscheduled,public_transport.incident,2018-09-16
2293,a rame stationne à Arcueil en dir. de St-Remy / Robinson (bagage oublié),unscheduled,public_transport.incident,2018-09-16
2294,a rame stationne à Arcueil en dir. de St-Remy / Robinson (bagage oublié),unscheduled,public_transport.incident,2018-09-16
2295,e trafic est perturbé de Gare du Nord vers St-Remy / Robinson (train en panne),unscheduled,public_transport.incident.breakdown,2018-09-17
2296,e trafic est perturbé de Gare du Nord vers St-Remy / Robinson (train en panne),unscheduled,public_transport.incident.breakdown,2018-09-17
2297,e trafic reprend progressivement entre Aeroport Charles de Gaulle 2 TGV et Aulnay (mesure de sécurité),unscheduled,public_transport.incident.safety,2018-09-18
2298,e trafic reprend progressivement entre Aeroport Charles de Gaulle 2 TGV et Aulnay (mesure de sécurité),unscheduled,public_transport.incident.safety,2018-09-18
2299,e trafic reprend progressivement entre Aeroport Charles de Gaulle 2 TGV et Aulnay (mesure de sécurité),unscheduled,public_transport.incident.safety,2018-09-18
2300,e trafic reprend progressivement entre Aeroport Charles de Gaulle 2 TGV et Aulnay (mesure de sécurité),unscheduled,public_transport.incident.safety,2018-09-18
2301,e trafic reprend progressivement entre Aeroport Charles de Gaulle 2 TGV et Aulnay (mesure de sécurité),unscheduled,public_transport.incident.safety,2018-09-18
2302,e trafic reprend progressivement entre Aeroport Charles de Gaulle 2 TGV et Aulnay (mesure de sécurité),unscheduled,public_transport.incident.safety,2018-09-18
2303,e trafic reprend progressivement entre Aeroport Charles de Gaulle 2 TGV et Aulnay (mesure de sécurité),unscheduled,public_transport.incident.safety,2018-09-18
2304,e trafic reprend progressivement entre Aeroport Charles de Gaulle 2 TGV et Aulnay (mesure de sécurité),unscheduled,public_transport.incident.safety,2018-09-18
2305,e trafic reprend progressivement entre Aeroport Charles de Gaulle 2 TGV et Aulnay (mesure de sécurité),unscheduled,public_transport.incident.safety,2018-09-18
2306,e trafic reprend progressivement entre Aeroport Charles de Gaulle 2 TGV et Aulnay (mesure de sécurité),unscheduled,public_transport.incident.safety,2018-09-18
2307,e trafic reprend progressivement entre Aeroport Charles de Gaulle 2 TGV et Aulnay (mesure de sécurité),unscheduled,public_transport.incident.safety,2018-09-18
2308,e trafic reprend progressivement entre Aeroport Charles de Gaulle 2 TGV et Aulnay (mesure de sécurité),unscheduled,public_transport.incident.safety,2018-09-18
2309,e trafic reprend progressivement entre Aeroport Charles de Gaulle 2 TGV et Aulnay (mesure de sécurité),unscheduled,public_transport.incident.safety,2018-09-18
2310,e trafic reprend progressivement entre Aeroport Charles de Gaulle 2 TGV et Aulnay (mesure de sécurité),unscheduled,public_transport.incident.safety,2018-09-18
2311,e trafic reprend progressivement entre Aeroport Charles de Gaulle 2 TGV et Aulnay (mesure de sécurité),unscheduled,public_transport.incident.safety,2018-09-18
2312,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-18
2313,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-18
2314,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-18
2315,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-19
2316,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-19
2317,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-19
2318,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-22
2319,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-22
2320,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-22
2321,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-22
2322,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-22
2323,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-22
2324,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-22
2325,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-22
2326,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-22
2327,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-22
2328,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-22
2329,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-22
2330,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-22
2331,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-22
2332,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-22
2333,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-22
2334,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-22
2335,e trafic est perturbé sur la ligne (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-22
2336,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-09-22
2337,e trafic est perturbé sur la ligne (train en panne),unscheduled,public_transport.incident.breakdown,2018-09-22
2338,e trafic est interrompu entre Orsay-Ville et Saint-Remy-les-Chevreuse. Reprise estimée à 22:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2339,e trafic est interrompu entre Orsay-Ville et Saint-Remy-les-Chevreuse. Reprise estimée à 22:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2340,e trafic est interrompu entre Orsay-Ville et Saint-Remy-les-Chevreuse. Reprise estimée à 22:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2341,e trafic est interrompu entre Gif/Yvette et Saint-Remy-les-Chevreuse. Reprise estimée à 22:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2342,e trafic est interrompu entre Orsay-Ville et Saint-Remy-les-Chevreuse. Reprise estimée à 22:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2343,e trafic est interrompu entre Gif/Yvette et Saint-Remy-les-Chevreuse. Reprise estimée à 22:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2344,e trafic est interrompu entre Orsay-Ville et Saint-Remy-les-Chevreuse. Reprise estimée à 22:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2345,e trafic est interrompu entre Gif/Yvette et Saint-Remy-les-Chevreuse. Reprise estimée à 22:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2346,e trafic est interrompu entre Gif/Yvette et Saint-Remy-les-Chevreuse. Reprise estimée à 23:30. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2347,e trafic est interrompu entre Gif/Yvette et Saint-Remy-les-Chevreuse. Reprise estimée à 22:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2348,e trafic est interrompu entre Gif/Yvette et Saint-Remy-les-Chevreuse. Reprise estimée à 23:30. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2349,e trafic est interrompu entre Gif/Yvette et Saint-Remy-les-Chevreuse. Reprise estimée à 22:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2350,e trafic est interrompu entre Gif/Yvette et Saint-Remy-les-Chevreuse. Reprise estimée à 23:30. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2351,e trafic est interrompu entre Gif/Yvette et Saint-Remy-les-Chevreuse. Reprise estimée à 22:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2352,e trafic est interrompu entre Gif/Yvette et Saint-Remy-les-Chevreuse. Reprise estimée à 23:30. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2353,e trafic est interrompu entre Gif/Yvette et Saint-Remy-les-Chevreuse. Reprise estimée à 22:00. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2354,e trafic est interrompu entre Gif/Yvette et Saint-Remy-les-Chevreuse. Reprise estimée à 23:30. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2355,e trafic est interrompu entre Gif/Yvette et Saint-Remy-les-Chevreuse (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2356,e trafic est interrompu entre Gif/Yvette et Saint-Remy-les-Chevreuse. Reprise estimée à 23:30. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2357,e trafic est interrompu entre Gif/Yvette et Saint-Remy-les-Chevreuse (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2358,e trafic est interrompu entre Gif/Yvette et Saint-Remy-les-Chevreuse. Reprise estimée à 23:30. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2359,e trafic est interrompu entre Gif/Yvette et Saint-Remy-les-Chevreuse (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2360,e trafic est interrompu entre Gif/Yvette et Saint-Remy-les-Chevreuse. Reprise estimée à 23:30. (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2361,e trafic est interrompu entre Gif/Yvette et Saint-Remy-les-Chevreuse (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-23
2362,e trafic est perturbé entre Gif/Yvette et Saint-Remy-les-Chevreuse (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-24
2363,e trafic est interrompu entre Gif/Yvette et Saint-Remy-les-Chevreuse (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-24
2364,e trafic est perturbé entre Gif/Yvette et Saint-Remy-les-Chevreuse (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-24
2365,e trafic est interrompu entre Gif/Yvette et Saint-Remy-les-Chevreuse (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-24
2366,e trafic est perturbé entre Gif/Yvette et Saint-Remy-les-Chevreuse (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-24
2367,e trafic est interrompu entre Gif/Yvette et Saint-Remy-les-Chevreuse (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-24
2368,e trafic est perturbé entre Gif/Yvette et Saint-Remy-les-Chevreuse (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-24
2369,e trafic est perturbé entre Gif/Yvette et Saint-Remy-les-Chevreuse (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-24
2370,e trafic est perturbé entre Gif/Yvette et Saint-Remy-les-Chevreuse (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-24
2371,e trafic est perturbé entre Gif/Yvette et Saint-Remy-les-Chevreuse (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-24
2372,e trafic est perturbé entre Gif/Yvette et Saint-Remy-les-Chevreuse (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-24
2373,e trafic est perturbé entre Gif/Yvette et Saint-Remy-les-Chevreuse (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-24
2374,e trafic est perturbé entre Gif/Yvette et Saint-Remy-les-Chevreuse (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-24
2375,e trafic est perturbé entre Gif/Yvette et Saint-Remy-les-Chevreuse (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-24
2376,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2377,e trafic est perturbé entre Gif/Yvette et Saint-Remy-les-Chevreuse (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-24
2378,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2379,e trafic est perturbé entre Gif/Yvette et Saint-Remy-les-Chevreuse (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-24
2380,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2381,e trafic est perturbé entre Gif/Yvette et Saint-Remy-les-Chevreuse (panne électrique),unscheduled,public_transport.incident.breakdown,2018-09-24
2382,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2383,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Gare du Nord. Reprise estimée à 13:15. (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-24
2384,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2385,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Gare du Nord. Reprise estimée à 13:15. (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-24
2386,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2387,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Gare du Nord. Reprise estimée à 13:15. (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-24
2388,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2389,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Gare du Nord. Reprise estimée à 13:15. (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-24
2390,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2391,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Gare du Nord. Reprise estimée à 13:15. (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-24
2392,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2393,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Gare du Nord. Reprise estimée à 13:15. (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-24
2394,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2395,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Gare du Nord. Reprise estimée à 13:15. (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-24
2396,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2397,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Gare du Nord. Reprise estimée à 13:15. (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-24
2398,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2399,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Gare du Nord. Reprise estimée à 13:15. (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-24
2400,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2401,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Gare du Nord. Reprise estimée à 13:15. (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-24
2402,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2403,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Gare du Nord. Reprise estimée à 13:15. (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-24
2404,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2405,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Gare du Nord. Reprise estimée à 13:15. (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-24
2406,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2407,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Gare du Nord. Reprise estimée à 13:15. (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-24
2408,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2409,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Gare du Nord. Reprise estimée à 13:15. (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-24
2410,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2411,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Gare du Nord. Reprise estimée à 13:15. (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-24
2412,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2413,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Gare du Nord. Reprise estimée à 13:15. (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-24
2414,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2415,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Gare du Nord. Reprise estimée à 13:15. (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-24
2416,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2417,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Gare du Nord. Reprise estimée à 13:15. (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-24
2418,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2419,e trafic est interrompu entre Aeroport Charles de Gaulle 2 TGV et Gare du Nord. Reprise estimée à 13:15. (malaise voyageur),unscheduled,public_transport.incident.passenger,2018-09-24
2420,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-24
2421,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-25
2422,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-25
2423,e trafic est perturbé sur la ligne (divers incidents),unscheduled,public_transport.incident,2018-09-25
2424,e trafic est interrompu entre Bourg-la-Reine et Denfert. Reprise estimée à 06:30. (incident technique),unscheduled,public_transport.incident.smoke,2018-09-25
2425,e trafic est interrompu entre Bourg-la-Reine et Denfert. Reprise estimée à 06:30. (incident technique),unscheduled,public_transport.incident.smoke,2018-09-25
2426,e trafic est interrompu entre Bourg-la-Reine et Denfert. Reprise estimée à 06:30. (incident technique),unscheduled,public_transport.incident.smoke,2018-09-25
2427,e trafic est interrompu entre Bourg-la-Reine et Denfert. Reprise estimée à 06:30. (incident technique),unscheduled,public_transport.incident.smoke,2018-09-25
2428,e trafic est interrompu entre Bourg-la-Reine et Denfert. Reprise estimée à 06:30. (incident technique),unscheduled,public_transport.incident.smoke,2018-09-25
2429,e trafic est perturbé sur la ligne (incident technique),unscheduled,public_transport.incident.smoke,2018-09-25
2430,e trafic est interrompu entre Bourg-la-Reine et Denfert. Reprise estimée à 06:30. (incident technique),unscheduled,public_transport.incident.smoke,2018-09-25
2431,e trafic est perturbé sur la ligne (incident technique),unscheduled,public_transport.incident.smoke,2018-09-25
2432,e trafic est interrompu entre Bourg-la-Reine et Denfert. Reprise estimée à 06:30. (incident technique),unscheduled,public_transport.incident.smoke,2018-09-25
2433,e trafic est perturbé sur la ligne (incident technique),unscheduled,public_transport.incident.smoke,2018-09-25
2434,e trafic est perturbé sur la ligne (incident technique),unscheduled,public_transport.incident.smoke,2018-09-25
2435,e trafic est perturbé sur la ligne (incident technique),unscheduled,public_transport.incident.smoke,2018-09-25
2436,e trafic est perturbé sur la ligne (incident technique),unscheduled,public_transport.incident.smoke,2018-09-25
2437,e trafic est perturbé sur la ligne (incident technique),unscheduled,public_transport.incident.smoke,2018-09-25
2438,e trafic est perturbé sur la ligne (incident technique),unscheduled,public_transport.incident.smoke,2018-09-25
2439,e trafic est perturbé sur la ligne (incident technique),unscheduled,public_transport.incident.smoke,2018-09-25
2440,e trafic est perturbé sur la ligne (incident technique),unscheduled,public_transport.incident.smoke,2018-09-25
2441,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2442,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2443,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2444,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2445,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2446,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2447,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2448,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2449,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2450,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2451,e trafic est interrompu entre Denfert et Antony. Reprise estimée à 18:15. (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2452,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2453,e trafic est interrompu entre Denfert et Antony. Reprise estimée à 18:15. (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2454,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2455,e trafic est interrompu entre Denfert et Antony. Reprise estimée à 18:15. (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2456,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2457,e trafic est interrompu entre Denfert et Antony. Reprise estimée à 18:15. (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2458,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2459,e trafic est interrompu entre Denfert et Antony. Reprise estimée à 18:15. (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2460,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2461,e trafic est interrompu entre Denfert et Antony. Reprise estimée à 18:15. (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2462,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2463,e trafic est interrompu entre Denfert et Antony. Reprise estimée à 18:15. (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2464,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2465,e trafic est interrompu entre Denfert et Antony (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2466,e trafic est interrompu entre Denfert et Antony. Reprise estimée à 18:15. (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2467,e trafic est interrompu entre Denfert et Antony (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2468,e trafic est interrompu entre Denfert et Antony. Reprise estimée à 18:15. (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2469,e trafic est interrompu entre Denfert et Antony (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2470,e trafic est interrompu entre Denfert et Antony. Reprise estimée à 18:15. (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2471,e trafic est interrompu entre Denfert et Antony (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2472,e trafic est interrompu entre Denfert et Antony. Reprise estimée à 18:15. (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2473,e trafic est interrompu entre Denfert et Antony (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2474,e trafic est interrompu entre Denfert et Antony. Reprise estimée à 18:15. (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2475,e trafic est interrompu entre Denfert et Antony (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2476,e trafic est interrompu entre Denfert et Antony. Reprise estimée à 18:15. (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2477,e trafic est interrompu entre Denfert et Antony (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2478,e trafic est interrompu entre Denfert et Antony. Reprise estimée à 18:15. (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2479,e trafic est interrompu entre Denfert et Antony (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2480,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2481,e trafic est interrompu entre Denfert et Antony (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2482,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2483,e trafic est interrompu entre Denfert et Antony (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2484,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2485,e trafic est interrompu entre Denfert et Antony (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2486,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2487,e trafic est interrompu entre Denfert et Antony (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2488,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2489,e trafic est interrompu entre Denfert et Antony (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2490,e trafic est interrompu entre Cite Universitaire et Croix-de-Berny (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
2491,e trafic est interrompu entre Denfert et Antony (panne de signalisation),unscheduled,public_transport.incident.breakdown,2018-09-25
