Geo Point;Geo Shape;OBJECTID;id_ref_zdl;nom_long;label;idrefliga;idrefligc;res_com;mode_;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;exploitant;principal;idf;x;y
48.9163823099,2.2946851117;"{""type"": ""Point"", ""coordinates"": [2.294685111702555, 48.91638230992209]}";198;43042;GABRIEL PERI-ASNIERES-GENNEVILLIERS;Gabriel Péri;A01546;C01383;M13;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;648308.4732;6868718.8268
48.8225837087,2.29846419467;"{""type"": ""Point"", ""coordinates"": [2.298464194670264, 48.82258370865233]}";201;413433;MALAKOFF-PLATEAU DE VANVES;Malakoff-Plateau de Vanves;A01546;C01383;M13;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;648492.7657;6858286.7119
48.8318256496,2.31412232347;"{""type"": ""Point"", ""coordinates"": [2.314122323470855, 48.831825649586285]}";202;45322;PLAISANCE;Plaisance;A01546;C01383;M13;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;649651.2929;6859304.204
48.8468548549,2.31663467111;"{""type"": ""Point"", ""coordinates"": [2.316634671114556, 48.84685485485272]}";205;42874;DUROC;Duroc;A01543 / A01546;;M10 / M13;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;649850.1764;6860973.6892
48.9060940502,2.33183083796;"{""type"": ""Point"", ""coordinates"": [2.33183083796241, 48.90609405024862]}";214;43252;GARIBALDI;Garibaldi;A01546;C01383;M13;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651021.0832;6867551.1312
48.9458456578,2.36454176212;"{""type"": ""Point"", ""coordinates"": [2.36454176212131, 48.945845657758504]}";217;44860;SAINT-DENIS-UNIVERSITE;Saint-Denis-Université;A01546;C01383;M13;Metro;0;0;0;1;0;0;0;0;0;0;M13;0;0;0;RATP;0;1;653454.4182;6871951.6549
48.8821891376,2.70601418112;"{""type"": ""Point"", ""coordinates"": [2.706014181118419, 48.88218913760795]}";227;43148;LAGNY-THORIGNY;LAGNY-THORIGNY;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;678439.8038;6864725.8416
48.8392192991,2.63321091751;"{""type"": ""Point"", ""coordinates"": [2.633210917511177, 48.83921929906486]}";229;43152;LOGNES;LOGNES;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;673078.4318;6859970.1834
48.7956548205,2.65038766981;"{""type"": ""Point"", ""coordinates"": [2.65038766980848, 48.79565482051667]}";232;46568;ROISSY-EN-BRIE;ROISSY-EN-BRIE;A01843;C01729;RER E;RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;674317.7148;6855120.5285
48.903072916,2.81024821936;"{""type"": ""Point"", ""coordinates"": [2.810248219362661, 48.903072916005065]}";235;47322;ESBLY;ESBLY;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;TRAIN_P;TRAIN_P;0;0;0;0;0;SNCF;0;1;686089.6333;6867024.6677
48.9740265805,3.21930281283;"{""type"": ""Point"", ""coordinates"": [3.219302812826107, 48.97402658048095]}";242;47482;NANTEUIL-SAACY;NANTEUIL SAÂCY;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;716054.7816;6874920.5334
48.8595573169,2.90573696319;"{""type"": ""Point"", ""coordinates"": [2.905736963185549, 48.859557316873314]}";246;47894;CRECY-EN-BRIE-LA-CHAPELLE;CRÉCY-EN-BRIE-LA-CHAPELLE;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;TRAIN_P;TRAIN_P;0;0;0;0;0;SNCF;1;1;693083.9624;6862173.2561
49.008114015,2.68025245462;"{""type"": ""Point"", ""coordinates"": [2.680252454622948, 49.008114015041656]}";254;47960;THIEUX-NANTOUILLET;THIEUX NANTOUILLET;A02175;C01738;LIGNE K;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;676607.2166;6878736.4246
49.0325740905,2.69945308782;"{""type"": ""Point"", ""coordinates"": [2.699453087823033, 49.03257409046946]}";255;46736;DAMMARTIN-JUILLY-SAINT-MARD;DAMMARTIN JUILLY SAINT-MARD;A02175;C01738;LIGNE K;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;678022.2849;6881451.1386
48.8390411437,2.38962001542;"{""type"": ""Point"", ""coordinates"": [2.389620015423847, 48.83904114372091]}";262;42869;DUGOMMIER;Dugommier;A01539;C01376;M6;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;655199.4899;6860061.0017
48.831129548,2.34351165775;"{""type"": ""Point"", ""coordinates"": [2.343511657749775, 48.83112954802664]}";268;45276;GLACIERE;Glacière;A01539;C01376;M6;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651808.0022;6859208.4674
48.8329008157,2.33713519471;"{""type"": ""Point"", ""coordinates"": [2.337135194706039, 48.832900815667784]}";269;45315;SAINT-JACQUES;Saint-Jacques;A01539;C01376;M6;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651341.5782;6859409.3228
48.8490645635,2.29791659184;"{""type"": ""Point"", ""coordinates"": [2.29791659184031, 48.849064563474904]}";273;43566;LA MOTTE-PICQUET-GRENELLE;La Motte Picquet Grenelle;A01539 / A01541 / A01543;;M6 / M8 / M10;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;648478.7415;6861231.437
48.8948364675,2.38252234343;"{""type"": ""Point"", ""coordinates"": [2.382522343426029, 48.89483646750246]}";281;45598;CORENTIN CARIOU;Corentin Cariou;A01540;C01377;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;654727.0632;6866269.0823
48.8512376071,2.36198522639;"{""type"": ""Point"", ""coordinates"": [2.361985226391105, 48.851237607092415]}";292;44911;SULLY-MORLAND;Sully-Morland;A01540;C01377;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;653182.1598;6861433.1633
48.8224378319,2.35847388389;"{""type"": ""Point"", ""coordinates"": [2.358473883887532, 48.82243783188751]}";297;44057;MAISON BLANCHE;Maison Blanche;A01540;C01377;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652898.4845;6858233.022
48.8110991977,2.38355147965;"{""type"": ""Point"", ""coordinates"": [2.383551479649113, 48.81109919771151]}";299;44051;MAIRIE D'IVRY;Mairie d'Ivry;A01540;C01377;M7;Metro;0;0;0;1;0;0;0;0;0;0;M7;0;0;0;RATP;0;1;654729.8271;6856957.6392
48.8046881209,2.3639531966;"{""type"": ""Point"", ""coordinates"": [2.363953196602165, 48.804688120911365]}";301;47826;VILLEJUIF-LEO LAGRANGE;Villejuif-Léo Lagrange;A01540;C01377;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;653284.8753;6856256.2281
48.8701642009,2.35049797186;"{""type"": ""Point"", ""coordinates"": [2.350497971863091, 48.87016420090055]}";313;45100;BONNE NOUVELLE;Bonne Nouvelle;A01541 / A01542;;M8 / M9;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652356.5489;6863544.515
48.8501778619,2.38409221007;"{""type"": ""Point"", ""coordinates"": [2.384092210066296, 48.85017786190035]}";318;42980;FAIDHERBE-CHALIGNY;Faidherbe-Chaligny;A01541;C01378;M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;654803.4286;6861302.4487
48.8026376907,2.44692748424;"{""type"": ""Point"", ""coordinates"": [2.446927484242136, 48.80263769071807]}";325;44067;MAISONS-ALFORT-LES JUILLIOTTES;Maisons-Alfort-Les Juilliottes;A01541;C01378;M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;659377.3049;6855982.3601
48.8321105601,2.23863934858;"{""type"": ""Point"", ""coordinates"": [2.2386393485754, 48.83211056011021]}";330;42334;BILLANCOURT;Billancourt;A01542;C01379;M9;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;644110.7295;6859386.6609
48.8429386959,2.26003290221;"{""type"": ""Point"", ""coordinates"": [2.260032902212424, 48.842938695862536]}";333;42977;EXELMANS;Exelmans;A01542;C01379;M9;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;645692.4042;6860575.6926
48.3745250134,2.05991234764;"{""type"": ""Point"", ""coordinates"": [2.059912347637065, 48.374525013375916]}";336;43134;GUILLERVAL;GUILLERVAL;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;630385.8394;6808661.3316
48.5645970274,2.17097626776;"{""type"": ""Point"", ""coordinates"": [2.170976267755444, 48.564597027376415]}";343;43099;BREUILLET-VILLAGE;BREUILLET-VILLAGE;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;638831.6995;6829696.2415
48.5358065092,2.06938152489;"{""type"": ""Point"", ""coordinates"": [2.069381524887471, 48.53580650924369]}";345;47950;SERMAISE;SERMAISE;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;631298.2893;6826579.4598
48.626022428,2.42873898192;"{""type"": ""Point"", ""coordinates"": [2.428738981920342, 48.62602242803896]}";347;47906;EVRY-COURCOURONNES;ÉVRY COURCOURONNES;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;657899.3389;6836356.0934
48.587153909,2.47349036497;"{""type"": ""Point"", ""coordinates"": [2.473490364970377, 48.58715390895237]}";352;45761;MOULIN-GALANT;MOULIN-GALANT;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;661168.553;6832012.2084
48.5661178207,2.49271300288;"{""type"": ""Point"", ""coordinates"": [2.492713002881576, 48.56611782073619]}";354;45824;LE COUDRAY-MONTCEAUX;LE COUDRAY-MONTCEAUX;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;662571.2287;6829664.4286
48.4344906129,2.37667281716;"{""type"": ""Point"", ""coordinates"": [2.376672817155075, 48.43449061285579]}";358;47895;BOUTIGNY-SUR-ESSONNE;BOUTIGNY-SUR-ESSONNE;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;653894.1826;6815094.2882
48.3936415468,2.39341072138;"{""type"": ""Point"", ""coordinates"": [2.393410721375379, 48.39364154682737]}";359;43156;MAISSE;MAISSE;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;655097.3351;6810544.2368
48.6930965903,1.85659206531;"{""type"": ""Point"", ""coordinates"": [1.856592065306802, 48.69309659031742]}";366;43235;LE PERRAY;LE PERRAY;A01847;C01736;LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;615843.5759;6844270.1575
48.702751043,2.07124284766;"{""type"": ""Point"", ""coordinates"": [2.071242847663397, 48.70275104298724]}";369;47889;SAINT-REMY-LES-CHEVREUSE;SAINT-RÉMY-LÈS-CHEVREUSE;A01857;C01743;RER B;RER;1;0;1;0;0;0;0;RER_B;0;RER_B;0;0;0;0;RATP;1;1;631653.9859;6845136.1633
48.8294290162,1.6690101627;"{""type"": ""Point"", ""coordinates"": [1.669010162704608, 48.82942901624314]}";372;47959;TACOIGNIERES-RICHEBOURG;TACOIGNIÈRES RICHEBOURG;A01847;C01736;LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;602293.9952;6859642.5324
48.9432369891,1.54138115647;"{""type"": ""Point"", ""coordinates"": [1.541381156469953, 48.94323698905099]}";376;43100;BREVAL;BRÉVAL;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;593159.7146;6872461.0908
48.9792922476,1.78397340775;"{""type"": ""Point"", ""coordinates"": [1.783973407750886, 48.979292247645304]}";380;46975;ISSOU-PORCHEVILLE;ISSOU-PORCHEVILLE;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;610989.2074;6876169.2187
49.0071272463,1.96355177166;"{""type"": ""Point"", ""coordinates"": [1.963551771663075, 49.00712724633842]}";385;43217;VAUX-SUR-SEINE;VAUX-SUR-SEINE;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;624173.8056;6879076.9707
48.9703669331,2.02751877569;"{""type"": ""Point"", ""coordinates"": [2.027518775694005, 48.97036693305035]}";387;47929;CHANTELOUP-LES-VIGNES;CHANTELOUP-LES-VIGNES;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;628803.0189;6874929.6884
48.9748208646,2.04908312149;"{""type"": ""Point"", ""coordinates"": [2.049083121493801, 48.974820864552925]}";388;47916;ANDRESY;ANDRÉSY;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;630387.6683;6875405.7322
49.0551017596,2.12273590692;"{""type"": ""Point"", ""coordinates"": [2.122735906920733, 49.055101759581156]}";396;47596;EPLUCHES;ÉPLUCHES;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;635878.4137;6884270.9091
48.7997288262,2.18368410848;"{""type"": ""Point"", ""coordinates"": [2.183684108478812, 48.79972882623395]}";414;47883;CHAVILLE-VELIZY;CHAVILLE-VÉLIZY;A01845;C01731;LIGNE R;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;640039.5421;6855826.5977
48.8072466121,2.04051920334;"{""type"": ""Point"", ""coordinates"": [2.040519203342146, 48.80724661209068]}";424;47884;FONTENAY-LE-FLEURY;FONTENAY-LE-FLEURY;A01847;C01736;LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;629534.3551;6856780.6821
48.8153286196,1.87750420433;"{""type"": ""Point"", ""coordinates"": [1.877504204332997, 48.81532861959145]}";428;46847;VILLIERS-NEAUPHLE PONTCHARTRAIN;VILLIERS NEAUPHLE PONTCHARTRAIN;A01847;C01736;LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;617575.8221;6857837.0647
48.80260198,1.81646679422;"{""type"": ""Point"", ""coordinates"": [1.816466794219012, 48.8026019800074]}";429;46850;MONTFORT-L'AMAURY-MERE;MONTFORT L'AMAURY MÉRÉ;A01847;C01736;LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;613073.0003;6856487.5904
48.8599987313,1.87559559028;"{""type"": ""Point"", ""coordinates"": [1.875595590282659, 48.85999873133798]}";430;46857;BEYNES;BEYNES;A01847;C01736;LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;617506.4097;6862805.5645
48.9387192355,1.84051703249;"{""type"": ""Point"", ""coordinates"": [1.840517032488013, 48.93871923546379]}";433;47944;NEZEL-AULNAY;NÉZEL AULNAY;A01847;C01736;LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;615061.5357;6871595.5075
48.6140152427,2.88825289271;"{""type"": ""Point"", ""coordinates"": [2.888252892714562, 48.61401524271125]}";437;47184;MORMANT;MORMANT;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;691762.5296;6834874.7645
48.4428820642,2.76092673374;"{""type"": ""Point"", ""coordinates"": [2.760926733738456, 48.442882064226545]}";453;47145;HERICY;HÉRICY;A01845;C01731;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;682319.0678;6815871.8367
48.3364817806,2.73800162393;"{""type"": ""Point"", ""coordinates"": [2.738001623930221, 48.336481780625164]}";463;47125;MONTIGNY-SUR-LOING;MONTIGNY-SUR-LOING;A01845;C01731;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;680584.3807;6804050.6644
48.9966300907,2.09777398846;"{""type"": ""Point"", ""coordinates"": [2.097773988463467, 48.99663009066399]}";466;47447;CONFLANS-SAINTE-HONORINE;CONFLANS SAINTE-HONORINE;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;633979.6592;6877789.1132
48.9926138816,1.95547924753;"{""type"": ""Point"", ""coordinates"": [1.955479247534605, 48.99261388163913]}";470;54249;LES CLAIRIERES-DE-VERNEUIL;LES CLAIRIÈRES DE VERNEUIL;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;623561.907;6877470.8667
48.9394868108,1.99960360966;"{""type"": ""Point"", ""coordinates"": [1.999603609660236, 48.93948681080072]}";472;47966;VILLENNES-SUR-SEINE;VILLENNES-SUR-SEINE;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;626715.9052;6871521.4701
48.8680644232,2.07671910268;"{""type"": ""Point"", ""coordinates"": [2.07671910267729, 48.86806442324712]}";474;47937;L'ETANG-LA-VILLE;L'ÉTANG-LA-VILLE;A02176;C01740;LIGNE L;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;632271.8741;6863511.0473
48.8612145286,2.12319109596;"{""type"": ""Point"", ""coordinates"": [2.123191095956035, 48.86121452860313]}";476;58871;LOUVECIENNES;LOUVECIENNES;A02176;C01740;LIGNE L;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;635672.2688;6862710.5575
48.676446657,2.35248140105;"{""type"": ""Point"", ""coordinates"": [2.352481401048997, 48.67644665699771]}";487;43192;SAVIGNY-SUR-ORGE;SAVIGNY-SUR-ORGE;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;652325.414;6842005.2007
48.751023276,2.21586085326;"{""type"": ""Point"", ""coordinates"": [2.215860853257886, 48.7510232759923]}";499;43091;BIEVRES;BIÈVRES;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;642349.1486;6850387.4887
48.6981969763,2.13656671434;"{""type"": ""Point"", ""coordinates"": [2.136566714341069, 48.69819697628224]}";509;47888;GIF-SUR-YVETTE;GIF-SUR-YVETTE;A01857;C01743;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;636455.3479;6844575.3205
48.6962527469,2.16437824279;"{""type"": ""Point"", ""coordinates"": [2.16437824278855, 48.69625274691504]}";511;43103;BURES-SUR-YVETTE;BURES-SUR-YVETTE;A01857;C01743;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;638499.7812;6844337.1534
48.6067449489,2.30205969158;"{""type"": ""Point"", ""coordinates"": [2.302059691582639, 48.606744948948105]}";512;43098;BRETIGNY;BRÉTIGNY;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;648544.6367;6834288.0923
48.5142458762,2.21551781058;"{""type"": ""Point"", ""coordinates"": [2.215517810582092, 48.51424587619093]}";516;47927;CHAMARANDE;CHAMARANDE;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;642062.4133;6824065.6532
48.4369239376,2.15953058757;"{""type"": ""Point"", ""coordinates"": [2.159530587565154, 48.43692393764029]}";518;43080;ETAMPES;ÉTAMPES;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;637836.1692;6815513.6232
48.7953838374,2.51342330089;"{""type"": ""Point"", ""coordinates"": [2.513423300890402, 48.795383837424616]}";524;43146;LA VARENNE-CHENNEVIERES;LA VARENNE-CHENNEVIÈRES;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;664256.3287;6855143.6718
48.7450721714,2.41752097785;"{""type"": ""Point"", ""coordinates"": [2.417520977846331, 48.74507217139078]}";526;46298;LES SAULES;LES SAULES;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;657170.2467;6849597.5358
48.7483496833,2.37311194069;"{""type"": ""Point"", ""coordinates"": [2.373111940694137, 48.748349683264]}";528;47907;PONT DE RUNGIS;PONT DE RUNGIS;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;653907.804;6849986.9379
48.853485713,2.51382529103;"{""type"": ""Point"", ""coordinates"": [2.513825291026662, 48.85348571297683]}";532;43172;NEUILLY-PLAISANCE;NEUILLY PLAISANCE;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;664325.6353;6861603.8205
48.8699124183,2.48576114198;"{""type"": ""Point"", ""coordinates"": [2.485761141983894, 48.86991241829263]}";534;47877;ROSNY-SOUS-BOIS;ROSNY-SOUS-BOIS;A01843;C01729;RER E;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;662278.2773;6863443.4029
48.9181138031,2.36266559747;"{""type"": ""Point"", ""coordinates"": [2.362665597465989, 48.91811380305882]}";563;43145;LA PLAINE-STADE DE FRANCE;LA PLAINE-STADE DE FRANCE;A01857;C01743;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;653292.1066;6868869.0068
48.9327062187,2.4547663855;"{""type"": ""Point"", ""coordinates"": [2.454766385495414, 48.93270621871187]}";565;43122;DRANCY;DRANCY;A01857;C01743;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;660052.9228;6870441.1306
48.9323054161,2.4756743722;"{""type"": ""Point"", ""coordinates"": [2.475674372198374, 48.93230541607508]}";566;46163;BLANC-MESNIL;BLANC-MESNIL;A01857;C01743;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;661584.4481;6870386.1867
48.9734249081,2.51436028553;"{""type"": ""Point"", ""coordinates"": [2.514360285525091, 48.97342490811457]}";569;47878;PARC DES EXPOSITIONS;PARC DES EXPOSITIONS;A01857;C01743;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;664446.919;6874940.6594
48.7301168278,2.44613582961;"{""type"": ""Point"", ""coordinates"": [2.446135829613115, 48.730116827816346]}";577;45067;VILLENEUVE-SAINT-GEORGES;VILLENEUVE-SAINT-GEORGES;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;659262.6017;6847919.6519
48.7452308149,2.43834424057;"{""type"": ""Point"", ""coordinates"": [2.438344240571948, 48.74523081491755]}";578;46304;VILLENEUVE-TRIAGE;VILLENEUVE TRIAGE;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;658701.4829;6849604.0812
48.8400337892,2.33709643086;"{""type"": ""Point"", ""coordinates"": [2.337096430857215, 48.84003378921669]}";585;44500;PORT ROYAL;PORT ROYAL;A01857;C01743;RER B;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651345.3912;6860202.4555
49.0918829981,3.06269040562;"{""type"": ""Point"", ""coordinates"": [3.062690405620138, 49.09188299807382]}";586;47491;CROUY-SUR-OURCQ;CROUY-SUR-OURCQ;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;704579.056;6888007.2513
48.5291489677,3.25536815138;"{""type"": ""Point"", ""coordinates"": [3.255368151383782, 48.52914896772323]}";587;47171;SAINTE-COLOMBE-SEPTVEILLES;SAINTE-COLOMBE SEPTVEILLES;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;718855.022;6825465.0177
48.7296473558,2.36001341286;"{""type"": ""Point"", ""coordinates"": [2.360013412858125, 48.72964735584993]}";592;42164;AEROPORT ORLY 1-2-3;Aéroport Orly 1-2-3;A01551;C01388;ORLYVAL;Navette;0;0;0;0;0;1;1;0;0;0;0;0;ORLYVAL;ORLYVAL;RATP;0;1;652927.8972;6847915.3421
48.8809920799,2.07917759066;"{""type"": ""Point"", ""coordinates"": [2.079177590662446, 48.880992079905916]}";601;43158;MAREIL-MARLY;MAREIL-MARLY;A02176;C01740;LIGNE L;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;632468.9738;6864946.3579
48.9032046155,2.07297145657;"{""type"": ""Point"", ""coordinates"": [2.072971456565673, 48.90320461545234]}";603;43200;SAINT-GERMAIN-GRANDE-CEINTURE;SAINT-GERMAIN GRANDE CEINTURE;A02176;C01740;LIGNE L;Train;1;1;0;0;0;0;0;TRAIN_L;TRAIN_L;0;0;0;0;0;SNCF;0;1;632042.8483;6867421.5159
49.4262015914,2.08850697394;"{""type"": ""Point"", ""coordinates"": [2.088506973940325, 49.42620159139478]}";611;411317;BEAUVAIS;BEAUVAIS;;;GL;Train;1;1;0;0;0;0;0;GL;GL;0;0;0;0;0;SNCF;0;0;633853.1353;6925576.2675
48.9150967438,1.50534780686;"{""type"": ""Point"", ""coordinates"": [1.505347806863399, 48.91509674377576]}";612;411354;GILLES-GUAINVILLE;GILLES-GUAINVILLE;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;590461.4416;6869381.7464
49.0910096787,1.47870360947;"{""type"": ""Point"", ""coordinates"": [1.478703609465157, 49.0910096786847]}";620;59038;VERNON;VERNON;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;588885.8926;6888978.7026
48.3426136802,3.07174645374;"{""type"": ""Point"", ""coordinates"": [3.071746453743138, 48.34261368016395]}";625;411464;VILLENEUVE-LA-GUYARD;VILLENEUVE-LA-GUYARD;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;705316.2236;6804702.417
47.9861923599,3.33759167772;"{""type"": ""Point"", ""coordinates"": [3.33759167771734, 47.986192359874444]}";631;411470;CEZY;CEZY;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;725183.9316;6765143.1973
49.0662886977,2.32292045719;"{""type"": ""Point"", ""coordinates"": [2.322920457193825, 49.066288697697125]}";638;43168;MONTSOULT-MAFFLIERS;MONTSOULT MAFFLIERS;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;650520.6962;6885371.0187
49.0231619963,2.46216896206;"{""type"": ""Point"", ""coordinates"": [2.46216896206153, 49.02316199631518]}";642;47876;GOUSSAINVILLE;GOUSSAINVILLE;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;660663.7874;6880496.5329
49.0493255982,2.50175806177;"{""type"": ""Point"", ""coordinates"": [2.501758061768634, 49.04932559817121]}";644;44628;LOUVRES;LOUVRES;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;663577.599;6883387.2267
